Generated by pymatgen.io.lammps.data.LammpsData

60  atoms

 3  atom types

0.000000 7.084214  xlo xhi
0.000000 7.325394  ylo yhi
0.000000 15.364452  zlo zhi
-0.000000 -1.469644 0.000000  xy xz yz

Masses

1  40.0780
2  28.0855
3  15.9994

Atoms

1   1  1 0.0000  5.778826 6.414349 11.483342
2   1  1 0.0000 -0.899078 2.751652 11.563337
3   1  1 0.0000 -0.164256 0.911045  3.881110
4   1  1 0.0000  6.513648 4.573741  3.801116
5   1  1 0.0000  3.897885 4.552424 13.794275
6   1  1 0.0000  0.981863 0.889728  9.252404
7   1  1 0.0000  1.716685 2.772969  1.570177
8   1  1 0.0000  4.632707 6.435666  6.112049
9   1  1 0.0000  3.915930 0.929537 13.827344
10  1  1 0.0000  0.963818 4.592234  9.219335
11  1  1 0.0000  1.698640 6.395856  1.537109
12  1  1 0.0000  4.650751 2.733160  6.145118
13  1  2 0.0000  1.960835 6.419840 12.315024
14  1  2 0.0000  2.918913 2.757143 10.731655
15  1  2 0.0000  3.653735 0.905553  3.049429
16  1  2 0.0000  2.695657 4.568250  4.632798
17  1  2 0.0000  0.301830 4.339629 13.943840
18  1  2 0.0000  4.577918 0.676932  9.102838
19  1  2 0.0000  5.312740 2.985764  1.420612
20  1  2 0.0000  1.036652 6.648461  6.261614
21  1  2 0.0000  0.300652 1.161956 13.946390
22  1  2 0.0000  4.579097 4.824652  9.100288
23  1  2 0.0000  5.313918 6.163438  1.418062
24  1  2 0.0000  1.035473 2.500741  6.264164
25  1  3 0.0000  1.613861 0.406058 13.278359
26  1  3 0.0000  3.265887 4.068754  9.768320
27  1  3 0.0000  4.000709 6.919336  2.086094
28  1  3 0.0000  2.348682 3.256639  5.596132
29  1  3 0.0000  1.606739 5.104320 13.277432
30  1  3 0.0000  3.273009 1.441624  9.769247
31  1  3 0.0000  4.007831 2.221073  2.087021
32  1  3 0.0000  2.341561 5.883770  5.595206
33  1  3 0.0000  0.625602 2.753244 13.678878
34  1  3 0.0000  4.254146 6.415941  9.367801
35  1  3 0.0000  4.988968 4.572149  1.685575
36  1  3 0.0000  1.360424 0.909453  5.996651
37  1  3 0.0000  3.569445 6.409732 12.270445
38  1  3 0.0000  1.310303 2.747035 10.776233
39  1  3 0.0000  1.071182 6.420502 10.977520
40  1  3 0.0000  2.045125 0.915662  3.094007
41  1  3 0.0000  1.665987 4.600270  0.151291
42  1  3 0.0000  4.683405 0.937574  7.530935
43  1  3 0.0000  3.948583 2.725123 15.213161
44  1  3 0.0000  0.931165 6.387820  7.833518
45  1  3 0.0000  1.644258 0.897230  0.143696
46  1  3 0.0000  4.705134 4.559927  7.538531
47  1  3 0.0000  3.970312 6.428163 15.220757
48  1  3 0.0000  0.909436 2.765466  7.825922
49  1  3 0.0000 -0.255926 2.836696  5.348029
50  1  3 0.0000  6.605318 6.499393  2.334197
51  1  3 0.0000  5.870496 4.488697 10.016423
52  1  3 0.0000 -0.990748 0.826000 13.030255
53  1  3 0.0000 -0.265064 6.306388  5.368492
54  1  3 0.0000  6.614456 2.643692  2.313735
55  1  3 0.0000  5.879634 1.019005  9.995961
56  1  3 0.0000 -0.999886 4.681702 13.050718
57  1  3 0.0000  1.806004 4.567588  3.295294
58  1  3 0.0000  4.543388 0.904891  4.386933
59  1  3 0.0000  3.808566 2.757806 12.069159
60  1  3 0.0000  4.304267 4.578359  4.588219

