feature,coefficient,abs_coefficient
problem_marker_count,0.9051980792610507,0.9051980792610507
backtrack_after_error_rate,-0.6912837433014726,0.6912837433014726
completion_tokens,-0.6859667425436607,0.6859667425436607
validation_to_total_ratio,0.6180844217187376,0.6180844217187376
negative_marker_ratio,0.593025904119266,0.593025904119266
backtrack_to_total_ratio,-0.5447650705497743,0.5447650705497743
annotatable_steps_count,-0.5192000043081819,0.5192000043081819
tool_latency_std,-0.48967373062122044,0.48967373062122044
problem_marker_ratio,0.4888194479353492,0.4888194479353492
unique_tool_calls_ratio,-0.47136728165425223,0.47136728165425223
tool_repetition_rate,0.4713672816542521,0.4713672816542521
avg_message_length,0.4466946277166759,0.4466946277166759
avg_assistant_message_length,0.4466946277166759,0.4466946277166759
prompt_tokens,0.43685097392633276,0.43685097392633276
total_tokens,0.41897303240531364,0.41897303240531364
marker_balance,-0.40764454673369943,0.40764454673369943
give_up_count,-0.3990427527931049,0.3990427527931049
tool_latency_mean,-0.3859571446208261,0.3859571446208261
total_message_length,0.3669577437020149,0.3669577437020149
backtrack_trigger_count,-0.36332099471823837,0.36332099471823837
syntax_error_count,-0.3587751237067031,0.3587751237067031
planning_to_total_ratio,0.35649174486952717,0.35649174486952717
marker_balance_ratio,-0.3524182915893022,0.3524182915893022
neutral_count,0.3449352633677627,0.3449352633677627
recovery_marker_ratio,0.341150808492967,0.341150808492967
thought_to_action_ratio,-0.3347961111751244,0.3347961111751244
tool_latency_max,-0.32484622193972296,0.32484622193972296
message_length_std,0.32201308844174603,0.32201308844174603
invalid_tool_errors,-0.3083523526058103,0.3083523526058103
longest_looping_sequence,-0.30835235260581,0.30835235260581
neutral_marker_ratio,-0.30806446233515006,0.30806446233515006
neutral_marker_count,0.2766735764310672,0.2766735764310672
tools_used_count,-0.2616777388642626,0.2616777388642626
avg_words_per_message,0.25715373588568313,0.25715373588568313
misunderstood_tool_count,-0.2532909245401973,0.2532909245401973
success_rate,0.23578644947226785,0.23578644947226785
error_rate,-0.23578644947226765,0.23578644947226765
error_burstiness,-0.2183046400101771,0.2183046400101771
max_consecutive_failures,-0.2183046400101771,0.2183046400101771
wrong_reasoning_count,-0.20996684442296978,0.20996684442296978
steps_to_first_planning,0.20988087976034941,0.20988087976034941
assistant_steps_to_first_planning,0.20988087976034941,0.20988087976034941
uncertainty_marker_count,-0.1991000133313421,0.1991000133313421
thought_count,-0.18980988928925638,0.18980988928925638
action_count,-0.1790372815375757,0.1790372815375757
total_markers,0.17783143565590795,0.17783143565590795
agent_type_ToolCallingAgent,0.15836909456917259,0.15836909456917259
has_planning_in_first_step,-0.1554109584516599,0.1554109584516599
failed_calls,-0.14985238957991664,0.14985238957991664
total_errors,-0.14985238957991664,0.14985238957991664
uncertainty_marker_ratio,0.14734033279442757,0.14734033279442757
steps_to_first_reasoning,0.13462886836904936,0.13462886836904936
assistant_steps_to_first_reasoning,0.13462886836904936,0.13462886836904936
validation_attempt_count,0.13059766933449374,0.13059766933449374
total_calls,-0.12829382164045627,0.12829382164045627
reasoning_statement_count,0.1252177664552907,0.1252177664552907
has_tool_error_in_first_step,-0.12454923141275753,0.12454923141275753
assistant_steps_to_first_error,-0.12454923141275753,0.12454923141275753
steps_to_first_error,-0.1245492314127575,0.1245492314127575
negative_marker_count,-0.12297713856495979,0.12297713856495979
successful_calls,-0.11728651573220512,0.11728651573220512
most_used_tool_count,-0.11345470541774742,0.11345470541774742
inefficient_tool_call_count,0.09688367403336323,0.09688367403336323
recovery_marker_count,-0.0814181643294895,0.0814181643294895
most_used_tool_ratio,0.07954664438472421,0.07954664438472421
positive_marker_count,0.07745307177009703,0.07745307177009703
retry_rate,0.07410800313676413,0.07410800313676413
execution_errors,-0.06463434299170492,0.06463434299170492
planning_statement_count,-0.06341419425632334,0.06341419425632334
model_gpt-4o,-0.0630531920626769,0.0630531920626769
positive_marker_ratio,-0.06094756281994949,0.06094756281994949
avg_tools_per_step,-0.05264844729770585,0.05264844729770585
tool_execution_duration,-0.05170247557861259,0.05170247557861259
avg_thought_length,0.0442192571293698,0.0442192571293698
max_consecutive_successes,-0.04043647245584223,0.04043647245584223
reasoning_to_total_ratio,0.0252503604822597,0.0252503604822597
assistant_steps_count,0.020047145488701824,0.020047145488701824
unnecessary_tool_use_count,-0.009104838264553322,0.009104838264553322
step_count,-0.006298197634954609,0.006298197634954609
tool_diversity_entropy,-0.004531409329349517,0.004531409329349517
early_final_answer_count,-0.00033347824498252646,0.00033347824498252646
loop_instance_count,-0.00033347824498252646,0.00033347824498252646
qa_score,-4.038789492853064e-19,4.038789492853064e-19
question_count,0.0,0.0
validation_after_error_rate,0.0,0.0
code_block_count,0.0,0.0
level,0.0,0.0
has_reasoning_in_first_step,0.0,0.0
negative_markers_steps_21_plus,0.0,0.0
invalid_args_errors,0.0,0.0
missing_validation_count,0.0,0.0
non_sense_count,0.0,0.0
hallucination_count,0.0,0.0
wrong_planning_count,0.0,0.0
steps_to_first_tool_call,0.0,0.0
steps_to_first_positive_marker,0.0,0.0
steps_to_first_negative_marker,0.0,0.0
assistant_steps_to_first_tool_call,0.0,0.0
assistant_steps_to_first_positive_marker,0.0,0.0
assistant_steps_to_first_negative_marker,0.0,0.0
marker_trajectory_slope,0.0,0.0
early_negative_rate,0.0,0.0
