LAMMPS data file via write_data, version 19 Nov 2024, timestep = 20000, units = metal

500 atoms
1 atom types

-0.1737792735257795 18.060934273525802 xlo xhi
-0.1737792735257795 18.060934273525802 ylo yhi
-0.1737792735257795 18.060934273525802 zlo zhi

Masses

1 63.546

Atoms # atomic

4 1 1.5141954361334664 1.6487843558135016 -0.15266691446690572 0 0 0
104 1 1.4760618546590514 1.6502041691567355 3.464745842034596 0 0 0
23 1 1.5144223718027603 3.499247477911862 1.6747036126966508 0 0 0
121 1 -0.15516870107882852 3.5225763324282866 3.4460118691000505 0 0 0
5 1 3.5285643329171674 -0.16953637713836484 17.998967352554203 0 0 -1
6 1 3.4290704293446073 1.6031391769643237 1.5983301314884164 0 0 0
105 1 3.5483180410917132 18.050184460285084 3.5502097394900596 0 -1 0
125 1 3.4099078173864035 3.5235212618947815 3.521107825765331 0 0 0
8 1 5.2897232315517355 1.600629358869448 17.997754850405038 0 0 -1
108 1 5.287854178689856 1.7460170122815821 3.504993083358274 0 0 0
27 1 5.302320582208385 3.380227809614313 1.6033194328098752 0 0 0
10 1 7.134974606905055 1.5126365737798857 1.6082930363401413 0 0 0
11 1 8.911029552788731 17.9579243735931 1.7220720222755153 0 -1 0
109 1 7.161808121401765 17.952629217221784 3.4969659402287574 0 -1 0
29 1 7.009844548580829 3.3518815526213883 18.048644273538375 0 0 -1
129 1 7.04878497033868 3.493699976327208 3.3553001078845566 0 0 0
112 1 8.753010396192066 1.5860135679862222 3.50921696353373 0 0 0
31 1 8.928919623839013 3.502602281444105 1.7188672521846404 0 0 0
13 1 10.79902583699234 17.997593184261646 -0.09517665101147138 0 -1 0
14 1 10.712015733552665 1.6066414382455703 1.612406913921427 0 0 0
16 1 12.45841500798894 1.5521965853683024 17.959357217250464 0 0 -1
113 1 10.826868035210746 -0.13957266160931855 3.4194382270912413 0 0 0
116 1 12.644573054046596 1.728980911481192 3.608369413786076 0 0 0
33 1 10.748134594217563 3.50646421730648 -0.1682643985086025 0 0 0
35 1 12.410608916493604 3.3466725970749933 1.7249994308176257 0 0 0
133 1 10.734649583601675 3.3048182395887293 3.525365998135397 0 0 0
2 1 17.94039150612403 1.7813132064699932 1.561385110807281 -1 0 0
101 1 17.869680335503546 -0.08966064786141595 3.460072617962238 -1 0 0
18 1 14.34332735222326 1.6095657236710328 1.5172569903675897 0 0 0
20 1 16.212478694492404 1.5866865595027637 -0.1560213908523717 0 0 0
120 1 15.995811382520925 1.6434781469010973 3.394034756202206 0 0 0
37 1 14.397300543784754 3.5791925668949163 17.908001154100432 0 0 -1
39 1 16.076683687730387 3.4768262894555773 1.582513648227847 0 0 0
137 1 14.330247486901563 3.470592538028421 3.484200570144002 0 0 0
22 1 18.04827427630822 5.282322318729929 1.6957032696989442 -1 0 0
124 1 1.7044294831721414 5.350516593630843 3.577772547807375 0 0 0
43 1 1.5248107587885775 7.074208835764497 1.6799246895712692 0 0 0
141 1 -0.1440646745550742 7.140546195999259 3.58519089565125 0 0 0
144 1 1.6644580303248306 8.936041000453146 3.4545144097437923 0 0 0
26 1 3.4699538213255594 5.29532568764863 1.5998710577136157 0 0 0
45 1 3.4446526740375396 7.1314814486731635 18.015496192151065 0 0 -1
145 1 3.553388052696254 7.153151803981701 3.616723886030165 0 0 0
128 1 5.245610380343136 5.135130041616878 3.4324698904064372 0 0 0
