feature,coefficient,abs_coefficient
level,-1.358908876662269,1.358908876662269
early_final_answer_count,-1.2360842590912346,1.2360842590912346
give_up_count,-1.2266422001218409,1.2266422001218409
qa_score,1.0344063456004484,1.0344063456004484
assistant_steps_count,-0.8673061796881196,0.8673061796881196
tool_diversity_entropy,-0.7169470089663669,0.7169470089663669
validation_after_error_rate,-0.6945869379950911,0.6945869379950911
retry_rate,0.6623368440230348,0.6623368440230348
has_reasoning_in_first_step,-0.646731562578425,0.646731562578425
most_used_tool_ratio,0.6151362859235588,0.6151362859235588
neutral_count,-0.6142065528034931,0.6142065528034931
most_used_tool_count,-0.6104745205347617,0.6104745205347617
has_tool_error_in_first_step,0.6063558221643205,0.6063558221643205
annotatable_steps_count,-0.6006968031128338,0.6006968031128338
reasoning_to_total_ratio,0.5479336952577294,0.5479336952577294
assistant_steps_to_first_tool_call,0.5323562360720776,0.5323562360720776
neutral_marker_count,-0.5218615943222105,0.5218615943222105
model_gpt-4o,-0.5139463662365713,0.5139463662365713
syntax_error_count,-0.48813691336864234,0.48813691336864234
hallucination_count,-0.48506664391340387,0.48506664391340387
neutral_marker_ratio,0.4763171764283034,0.4763171764283034
max_consecutive_successes,0.47262779949606937,0.47262779949606937
uncertainty_marker_count,-0.463452694364942,0.463452694364942
positive_marker_count,0.4599388847528724,0.4599388847528724
longest_looping_sequence,-0.45697678164722616,0.45697678164722616
message_length_std,0.45607887954665416,0.45607887954665416
wrong_planning_count,0.4321229855186611,0.4321229855186611
avg_words_per_message,-0.4314284538276345,0.4314284538276345
positive_marker_ratio,0.41421256717820226,0.41421256717820226
unnecessary_tool_use_count,0.4009865650322756,0.4009865650322756
tool_latency_mean,-0.393244598150067,0.393244598150067
prompt_tokens,-0.3914790965528873,0.3914790965528873
total_tokens,-0.3909177868961943,0.3909177868961943
tool_execution_duration,0.37069532463068444,0.37069532463068444
code_block_count,-0.3295990995473162,0.3295990995473162
avg_thought_length,-0.3242624037761127,0.3242624037761127
missing_validation_count,-0.31942676866114705,0.31942676866114705
thought_count,0.31925254643665785,0.31925254643665785
negative_marker_ratio,0.31857966386401243,0.31857966386401243
negative_marker_count,-0.2925973573702237,0.2925973573702237
recovery_marker_count,0.286195148074397,0.286195148074397
inefficient_tool_call_count,0.2775559493900847,0.2775559493900847
